m,TagName,
"2016-11-01 00:00:00","java","15661"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6091"
"2016-11-01 00:00:00","php","11965"
"2016-11-01 00:00:00","r","3562"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13856"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19816"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10691"
"2016-12-01 00:00:00","php","11487"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13061"
"2016-12-01 00:00:00","c++","5234"
"2016-12-01 00:00:00","swift","3940"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c++","5650"
"2017-01-01 00:00:00","java","14578"
"2017-01-01 00:00:00","c#","11695"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21420"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","go","561"
"2017-01-01 00:00:00","php","12642"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14292"
"2017-01-01 00:00:00","r","3493"
"2017-02-01 00:00:00","python","14786"
"2017-02-01 00:00:00","java","14581"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21195"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11498"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5171"
"2017-02-01 00:00:00","php","12517"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6229"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12992"
"2017-03-01 00:00:00","java","17322"
"2017-03-01 00:00:00","python","17136"
"2017-03-01 00:00:00","perl","414"
"2017-03-01 00:00:00","javascript","23725"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14087"
"2017-04-01 00:00:00","c#","11096"
"2017-04-01 00:00:00","c","2858"
"2017-04-01 00:00:00","c++","5885"
"2017-04-01 00:00:00","python","15648"
"2017-04-01 00:00:00","javascript","21250"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12436"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15941"
"2017-04-01 00:00:00","swift","3923"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16348"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","php","13049"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2744"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11991"
"2017-05-01 00:00:00","python","16190"
"2017-05-01 00:00:00","javascript","22398"
"2017-05-01 00:00:00","c++","5305"
"2017-05-01 00:00:00","go","586"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21599"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2354"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11308"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4691"
"2017-06-01 00:00:00","python","16031"
"2017-06-01 00:00:00","java","14629"
"2017-06-01 00:00:00","r","4450"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4206"
"2017-06-01 00:00:00","php","11775"
"2017-07-01 00:00:00","c#","11210"
"2017-07-01 00:00:00","javascript","21620"
"2017-07-01 00:00:00","python","16923"
"2017-07-01 00:00:00","c","2051"
"2017-07-01 00:00:00","java","14154"
"2017-07-01 00:00:00","php","11796"
"2017-07-01 00:00:00","c++","5025"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4586"
"2017-08-01 00:00:00","java","13764"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10955"
"2017-08-01 00:00:00","c","2048"
"2017-08-01 00:00:00","python","16467"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4796"
"2017-08-01 00:00:00","javascript","21359"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4189"
"2017-08-01 00:00:00","r","4571"
"2017-08-01 00:00:00","php","11666"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9877"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","python","15457"
"2017-09-01 00:00:00","java","12762"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4474"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19003"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10707"
"2017-09-01 00:00:00","swift","3780"
"2017-10-01 00:00:00","javascript","19878"
"2017-10-01 00:00:00","c","2786"
"2017-10-01 00:00:00","c#","10235"
"2017-10-01 00:00:00","php","10840"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16953"
"2017-10-01 00:00:00","java","14026"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5222"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14193"
"2017-11-01 00:00:00","r","4515"
"2017-11-01 00:00:00","php","10610"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2958"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9800"
"2017-11-01 00:00:00","python","17000"
"2017-11-01 00:00:00","javascript","19419"
"2017-11-01 00:00:00","c++","5039"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c++","4462"
"2017-12-01 00:00:00","c#","8616"
"2017-12-01 00:00:00","java","11990"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16989"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9151"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3208"
"2017-12-01 00:00:00","python","14949"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16251"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","java","12359"
"2018-01-01 00:00:00","javascript","18919"
"2018-01-01 00:00:00","c#","9389"
"2018-01-01 00:00:00","c","2220"
"2018-01-01 00:00:00","c++","4759"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3757"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10136"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4200"
"2018-02-01 00:00:00","java","12046"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8588"
"2018-02-01 00:00:00","c","2148"
"2018-02-01 00:00:00","python","16329"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","c++","4569"
"2018-02-01 00:00:00","javascript","17228"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3416"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","php","9144"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19167"
"2018-03-01 00:00:00","c#","9796"
"2018-03-01 00:00:00","c","2472"
"2018-03-01 00:00:00","python","17906"
"2018-03-01 00:00:00","c++","5189"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13581"
"2018-03-01 00:00:00","php","9850"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4065"
"2018-04-01 00:00:00","java","13499"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2192"
"2018-04-01 00:00:00","c#","9252"
"2018-04-01 00:00:00","javascript","17970"
"2018-04-01 00:00:00","php","8946"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16985"
"2018-04-01 00:00:00","r","4736"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c#","9937"
"2018-05-01 00:00:00","c++","4690"
"2018-05-01 00:00:00","python","17580"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18079"
"2018-05-01 00:00:00","c","2373"
"2018-05-01 00:00:00","java","13480"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9486"
"2018-05-01 00:00:00","r","4734"
"2018-06-01 00:00:00","c","1838"
"2018-06-01 00:00:00","c#","8796"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c++","4104"
"2018-06-01 00:00:00","java","11803"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17198"
"2018-06-01 00:00:00","r","4489"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8448"
"2018-06-01 00:00:00","python","16813"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3155"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11771"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9415"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1603"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17933"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17812"
"2018-07-01 00:00:00","php","8570"
"2018-07-01 00:00:00","c++","3918"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9528"
"2018-08-01 00:00:00","python","17817"
"2018-08-01 00:00:00","c","1691"
"2018-08-01 00:00:00","java","11372"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3931"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17921"
"2018-08-01 00:00:00","ruby","881"
"2018-08-01 00:00:00","php","8539"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8410"
"2018-09-01 00:00:00","c++","3771"
"2018-09-01 00:00:00","python","16083"
"2018-09-01 00:00:00","c","1856"
"2018-09-01 00:00:00","assembly","262"
"2018-09-01 00:00:00","javascript","16084"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7740"
"2018-09-01 00:00:00","java","10828"
"2018-09-01 00:00:00","ruby","780"
"2018-09-01 00:00:00","r","3793"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12625"
"2018-10-01 00:00:00","php","8267"
"2018-10-01 00:00:00","r","4387"
"2018-10-01 00:00:00","c#","9383"
"2018-10-01 00:00:00","c","2480"
"2018-10-01 00:00:00","c++","4343"
"2018-10-01 00:00:00","assembly","327"
"2018-10-01 00:00:00","go","796"
"2018-10-01 00:00:00","javascript","17523"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3292"
"2018-10-01 00:00:00","python","18251"
"2018-11-01 00:00:00","javascript","16280"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","python","18142"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8536"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11846"
"2018-11-01 00:00:00","c++","4402"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2997"
"2018-11-01 00:00:00","r","4269"
"2018-11-01 00:00:00","php","7186"
"2018-12-01 00:00:00","javascript","14384"
"2018-12-01 00:00:00","java","10574"
"2018-12-01 00:00:00","c#","7608"
"2018-12-01 00:00:00","c","2228"
"2018-12-01 00:00:00","php","6308"
"2018-12-01 00:00:00","python","15852"
"2018-12-01 00:00:00","c++","3604"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2795"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3432"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","java","11033"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c#","8766"
"2019-01-01 00:00:00","go","665"
"2019-01-01 00:00:00","c","2289"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","16950"
"2019-01-01 00:00:00","r","3949"
"2019-01-01 00:00:00","javascript","16029"
"2019-01-01 00:00:00","php","7199"
"2019-01-01 00:00:00","c++","3907"
"2019-01-01 00:00:00","ruby","917"
"2019-01-01 00:00:00","swift","2912"
"2019-02-01 00:00:00","assembly","225"
"2019-02-01 00:00:00","c#","8361"
"2019-02-01 00:00:00","python","17534"
"2019-02-01 00:00:00","c","2058"
"2019-02-01 00:00:00","java","11006"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","c++","3738"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","javascript","15707"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7297"
"2019-02-01 00:00:00","r","4255"
"2019-02-01 00:00:00","swift","2693"
"2019-03-01 00:00:00","java","12059"
"2019-03-01 00:00:00","c++","4427"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","javascript","17336"
"2019-03-01 00:00:00","c","2385"
"2019-03-01 00:00:00","c#","8967"
"2019-03-01 00:00:00","php","7805"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","python","19917"
"2019-03-01 00:00:00","r","4499"
"2019-03-01 00:00:00","ruby","844"
"2019-03-01 00:00:00","swift","2959"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16189"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c#","9134"
"2019-04-01 00:00:00","php","7189"
"2019-04-01 00:00:00","c++","4379"
"2019-04-01 00:00:00","c","2431"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11178"
"2019-04-01 00:00:00","swift","3088"
"2019-04-01 00:00:00","python","19831"
"2019-04-01 00:00:00","ruby","768"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4600"
"2019-05-01 00:00:00","c#","9032"
"2019-05-01 00:00:00","assembly","238"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16153"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11117"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4127"
"2019-05-01 00:00:00","php","6965"
"2019-05-01 00:00:00","r","4296"
"2019-05-01 00:00:00","python","18917"
"2019-05-01 00:00:00","swift","3116"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9657"
"2019-06-01 00:00:00","javascript","14825"
"2019-06-01 00:00:00","c#","7612"
"2019-06-01 00:00:00","go","530"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","php","6020"
"2019-06-01 00:00:00","c++","3646"
"2019-06-01 00:00:00","c","1728"
"2019-06-01 00:00:00","python","17243"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3098"
"2019-06-01 00:00:00","r","3954"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c++","4267"
"2019-07-01 00:00:00","c","1759"
"2019-07-01 00:00:00","c#","8452"
"2019-07-01 00:00:00","java","10851"
"2019-07-01 00:00:00","python","19777"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16169"
"2019-07-01 00:00:00","r","4210"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","637"
"2019-07-01 00:00:00","swift","3052"
"2019-07-01 00:00:00","php","6680"
"2019-08-01 00:00:00","c#","7719"
"2019-08-01 00:00:00","c","1555"
"2019-08-01 00:00:00","c++","3298"
"2019-08-01 00:00:00","python","18056"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","636"
"2019-08-01 00:00:00","javascript","15233"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5817"
"2019-08-01 00:00:00","java","9106"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","195"
"2019-08-01 00:00:00","swift","2555"
"2019-08-01 00:00:00","r","3954"
"2019-09-01 00:00:00","java","9690"
"2019-09-01 00:00:00","c","2008"
"2019-09-01 00:00:00","c#","7849"
"2019-09-01 00:00:00","assembly","220"
"2019-09-01 00:00:00","javascript","14892"
"2019-09-01 00:00:00","c++","3780"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5580"
"2019-09-01 00:00:00","go","622"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16896"
"2019-09-01 00:00:00","r","3946"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2563"
"2019-10-01 00:00:00","c#","8421"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c++","4842"
"2019-10-01 00:00:00","python","20468"
"2019-10-01 00:00:00","javascript","15995"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2483"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11233"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6095"
"2019-10-01 00:00:00","swift","3110"
"2019-10-01 00:00:00","r","4386"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2515"
"2019-11-01 00:00:00","c#","8035"
"2019-11-01 00:00:00","c++","4734"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10338"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15760"
"2019-11-01 00:00:00","php","6104"
"2019-11-01 00:00:00","r","4292"
"2019-11-01 00:00:00","go","610"
"2019-11-01 00:00:00","python","20633"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2894"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9059"
"2019-12-01 00:00:00","c#","7221"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18141"
"2019-12-01 00:00:00","c","2154"
"2019-12-01 00:00:00","c++","4209"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","669"
"2019-12-01 00:00:00","javascript","14322"
"2019-12-01 00:00:00","swift","2678"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5249"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c#","7826"
"2020-01-01 00:00:00","c","2054"
"2020-01-01 00:00:00","python","20020"
"2020-01-01 00:00:00","java","9994"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4244"
"2020-01-01 00:00:00","r","4153"
"2020-01-01 00:00:00","go","652"
"2020-01-01 00:00:00","ruby","765"
"2020-01-01 00:00:00","javascript","16054"
"2020-01-01 00:00:00","swift","2907"
"2020-01-01 00:00:00","php","5920"
"2020-02-01 00:00:00","c#","7731"
"2020-02-01 00:00:00","c","1992"
"2020-02-01 00:00:00","c++","4103"
"2020-02-01 00:00:00","python","20085"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","666"
"2020-02-01 00:00:00","javascript","15782"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","php","5704"
"2020-02-01 00:00:00","java","10076"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2767"
"2020-02-01 00:00:00","r","4693"
"2020-03-01 00:00:00","java","11094"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2495"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7804"
"2020-03-01 00:00:00","python","22768"
"2020-03-01 00:00:00","c++","4659"
"2020-03-01 00:00:00","assembly","297"
"2020-03-01 00:00:00","javascript","17605"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","r","5125"
"2020-03-01 00:00:00","php","5703"
"2020-03-01 00:00:00","swift","2926"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12668"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c++","6237"
"2020-04-01 00:00:00","c#","8611"
"2020-04-01 00:00:00","c","3256"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20961"
"2020-04-01 00:00:00","go","803"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6687"
"2020-04-01 00:00:00","ruby","770"
"2020-04-01 00:00:00","python","27705"
"2020-04-01 00:00:00","swift","3464"
"2020-04-01 00:00:00","r","6175"
"2020-05-01 00:00:00","java","12086"
"2020-05-01 00:00:00","c#","8626"
"2020-05-01 00:00:00","assembly","355"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3386"
"2020-05-01 00:00:00","javascript","21538"
"2020-05-01 00:00:00","go","765"
"2020-05-01 00:00:00","c++","6440"
"2020-05-01 00:00:00","php","6577"
"2020-05-01 00:00:00","python","29541"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","697"
"2020-05-01 00:00:00","r","6022"
"2020-05-01 00:00:00","swift","3535"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10861"
"2020-06-01 00:00:00","c++","5640"
"2020-06-01 00:00:00","c","2601"
"2020-06-01 00:00:00","php","5972"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c#","7924"
"2020-06-01 00:00:00","go","713"
"2020-06-01 00:00:00","javascript","19898"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27202"
"2020-06-01 00:00:00","r","5450"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3182"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10496"
"2020-07-01 00:00:00","javascript","19950"
"2020-07-01 00:00:00","c++","5184"
"2020-07-01 00:00:00","c#","7837"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2107"
"2020-07-01 00:00:00","python","26361"
"2020-07-01 00:00:00","php","5992"
"2020-07-01 00:00:00","r","4944"
"2020-07-01 00:00:00","go","648"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3002"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","18109"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9382"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c#","7102"
"2020-08-01 00:00:00","r","4507"
"2020-08-01 00:00:00","c","1899"
"2020-08-01 00:00:00","python","23153"
"2020-08-01 00:00:00","php","5021"
"2020-08-01 00:00:00","c++","4796"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","ruby","554"
"2020-08-01 00:00:00","swift","2703"
"2020-09-01 00:00:00","java","8996"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","c","2176"
"2020-09-01 00:00:00","c#","6493"
"2020-09-01 00:00:00","javascript","16831"
"2020-09-01 00:00:00","assembly","297"
"2020-09-01 00:00:00","c++","3950"
"2020-09-01 00:00:00","go","736"
"2020-09-01 00:00:00","r","4772"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","ruby","517"
"2020-09-01 00:00:00","python","21861"
"2020-09-01 00:00:00","swift","2580"
"2020-09-01 00:00:00","php","4808"
"2020-10-01 00:00:00","c#","6229"
"2020-10-01 00:00:00","c++","4343"
"2020-10-01 00:00:00","python","22906"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","java","9003"
"2020-10-01 00:00:00","c","2391"
"2020-10-01 00:00:00","go","598"
"2020-10-01 00:00:00","javascript","16523"
"2020-10-01 00:00:00","delphi","182"
"2020-10-01 00:00:00","ruby","497"
"2020-10-01 00:00:00","r","5081"
"2020-10-01 00:00:00","swift","2361"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4628"
"2020-11-01 00:00:00","c","2864"
"2020-11-01 00:00:00","delphi","204"
"2020-11-01 00:00:00","go","591"
"2020-11-01 00:00:00","javascript","17651"
"2020-11-01 00:00:00","java","9923"
"2020-11-01 00:00:00","c#","6657"
"2020-11-01 00:00:00","assembly","406"
"2020-11-01 00:00:00","python","25215"
"2020-11-01 00:00:00","perl","151"
"2020-11-01 00:00:00","c++","4651"
"2020-11-01 00:00:00","php","5336"
"2020-11-01 00:00:00","ruby","572"
"2020-11-01 00:00:00","r","5530"
"2020-11-01 00:00:00","swift","2550"
"2020-12-01 00:00:00","delphi","212"
